主分类(中文)	HPO编号	名称(英文)	名称(中文)	定义(英文)	定义(中文)
四肢异常;骨骼系统的异常	HP:0004271	Cortical thickening of hand bones	手骨骨皮质增厚		
四肢异常;骨骼系统的异常	HP:0004272	Cortical thinning of hand bones	手骨骨皮质变薄		
四肢异常;骨骼系统的异常	HP:0004273	Cupped metaphyses of hand bones	手骨杯状干骺端		
四肢异常;骨骼系统的异常	HP:0004274	Deficient ossification of hand bones	手部骨骼骨化缺失		
四肢异常	HP:0004275	Duplication of hand bones	手骨重复		
肿瘤;四肢异常;骨骼系统的异常	HP:0004276	Exostoses of hand bones	手骨外生骨疣	Abnormal formation of new bone on the surface of a bone of the hand.	手的骨的表面上的异常形成新骨。
四肢异常	HP:0004277	Fractured hand bones	骨折后的手骨		
四肢异常;骨骼系统的异常	HP:0004278	Synostosis involving bones of the hand	累及手骨的骨性愈合	An abnormal union between bones or parts of bones of the hand.	手部的骨骼或骨骼的一部分之间的不正常连合。
四肢异常;骨骼系统的异常	HP:0004279	Short palm	短掌	Short `palm`(FMA:24920).	短`palm`（FMA:24920）。
四肢异常;骨骼系统的异常	HP:0004280	Irregular ossification of hand bones	手骨不规则骨化		
骨骼系统的异常	HP:0004281	Irregular sclerosis of hand bones	手骨不规则硬化		
四肢异常	HP:0004283	Narrow palm	手掌狭窄	For children from birth to 4 years of age, the palm width is more than 2 SD below the mean; for children from 4 to 16 years of age the palm width is below the 5th centile; or, the width of the palm appears disproportionately narrow for its length.	对于从出生到4岁的儿童，手掌宽度大于2 SD低于平均值;从4至16岁儿童的手掌宽度低于第5百分位;或者，手掌的宽度出现不成比例的窄的它的长度。
四肢异常	HP:0004284	Notched hand bones	手骨头缺口		
四肢异常	HP:0004285	Overmodelled hand bones	Overmodelled手骨		
骨骼系统的异常	HP:0004286	Patchy sclerosis of hand bones	手骨骼斑片状硬化		
四肢异常	HP:0004287	Pointed hand bones	尖头手骨		
四肢异常;骨骼系统的异常	HP:0004288	Pseudoepiphyses of hand bones	手骨假骺		
骨骼系统的异常	HP:0004289	Sclerotic foci in hand bones	手骨硬化灶		
骨骼系统的异常	HP:0004290	Sclerosis of hand bones with transverse striations	手骨头有横向条纹硬化症		
四肢异常;骨骼系统的异常	HP:0004291	Stippled calcification of hand bones	手部骨骼点状钙化		
四肢异常	HP:0004292	Undermodelled hand bones	Undermodelled手部骨骼 个		
四肢异常;骨骼系统的异常	HP:0004293	Synostosis of second metacarpal-trapezoid	第二掌骨棱形骨的骨性连合	Fusion of the second metacarpal-trapezoid.	第二掌骨棱形骨的融合。
四肢异常;骨骼系统的异常	HP:0004294	Subluxation of metacarpal phalangeal joints	掌骨指骨关节半脱位	A partial dislocation affecting some or all of the `metacarpophalangeal joints` (FMA:35246).	影响几个或全部掌指关节的不完全脱位。
消化系统的异常	HP:0004295	Abnormality of the gastric mucosa	胃粘膜异常	An abnormality of the `gastric mucous membrane` (FMA:14907).	胃粘膜的异常。
心血管系统的异常;消化系统的异常	HP:0004296	Abnormality of gastrointestinal vasculature	胃肠道血管畸形		
消化系统的异常	HP:0004297	Abnormality of the biliary system	胆道系统异常	An abnormality of the `biliary system` (FMA:79646).	胆道系统的异常。
消化系统的异常	HP:0004298	Abnormality of the abdominal wall	腹壁异常	The presence of any abnormality affecting the `abdominal wall` (FMA:259054).	影响腹壁的任何异常。
结缔组织的异常;消化系统的异常	HP:0004299	Hernia of the abdominal wall	腹壁疝	The presence of a hernia in the `abdominal wall` (FMA:259054).	存在于腹壁的疝。
肌肉组织的异常	HP:0004302	Functional motor problems.	功能性运动问题		
肌肉组织的异常	HP:0004303	Abnormality of muscle fibers	肌纤维异常	Any abnormality of the `skeletal muscle cell` (FMA:9727). Muscle fibers are subdivided into two types. Type I fibers are fatigue-resistant and rich in oxidative enzymes (they stain light with the myosin ATPase reaction), and type II fibers are fast-contracting, fatigue-prone, and rich in glycolytic enzymes (these fibers stain darkly). Normal muscle tissue has a random distribution of type I and type II fibers.	“骨骼肌细胞”异常（FMA:9727）。肌纤维被细分为两种类型:I型纤维抗疲劳并富含氧化酶（与肌球蛋白ATP酶反应染色浅），II型纤维收缩快速，易疲劳，并富含糖解酶（染色深）。正常肌肉组织随机分布I型和II型纤维。
神经系统的异常	HP:0004305	Involuntary movements	不自主运动	Involuntary contractions of muscle leading to involuntary movements of extremities, neck, trunk, or face.	肌肉的不自主地收缩，导致四肢，颈部，躯干，或面部不自主运动。
心血管系统的异常	HP:0004306	Abnormality of the endocardium	心内膜异常	An abnormality of the `endocardium` (FMA:7280).	心内膜的异常（FMA:7280）。
心血管系统的异常	HP:0004307	Abnormal anatomic location of the heart	心脏解剖位置异常	Normally,the heart is located in the thoracic cavity medial to the lungs and posterior to the sternum. Abnormal anatomic location of the heart is not located where it should be.	正常情况下，心脏位于胸腔内两肺之间、胸骨后面。如果心脏位置不在此处，则为心脏解剖位置异常。
心血管系统的异常	HP:0004308	Ventricular arrhythmia	室性心律失常	Ventricular arrhythmias is a common arrhythmia occur in ventricle, including Ventricular extrasystoles, ventricular tachycardia, ventricular fibrillation, etc.	室性心律失常指起源于心室的心律紊乱，是常见的心律失常，包括室性早搏(室早)、室性心动过速(室速)、心室颤动(室颤)等。
心血管系统的异常	HP:0004309	Ventricular preexcitation	心室预激	An abnormality in which the cardiac ventricles depolarize too early as a result of an abnormality of cardiac conduction pathways such as an accessory pathway.	心室过早去极化造成心脏传导通路诸如旁路的异常。
免疫系统的异常;血液和造血组织异常	HP:0004311	Abnormality of macrophages	巨噬细胞的异常	An abnormality of `macrophages` (CL:0000235).	巨噬细胞（:0000235 CL）的异常。
血液和造血组织异常	HP:0004312	Abnormality of reticulocytes	网织红细胞异常	A `reticulocyte` (CL:0000558) abnormality.	网织红细胞（CL:0000558）异常。
免疫系统的异常;血液和造血组织异常;代谢/内稳态异常	HP:0004313	Hypogammaglobulinemia	低丙球蛋白血症	An abnormally decreased level of immunoglobulin in blood.	血液中异常降低的免疫球蛋白水平。
免疫系统的异常;血液和造血组织异常;代谢/内稳态异常	HP:0004315	IgG deficiency	IgG抗体缺乏症	An abnormally decreased level of immunoglobulin IgG in blood.	免疫球蛋白IgG的水平降低。
内分泌系统的异常	HP:0004319	Hypoaldosteronism	醛固酮减少症	Abnormally reduced levels of `aldosterone` (CHEBI:27584).	醛固酮水平异常减少。
泌尿生殖系统的异常	HP:0004320	Vaginal fistula	阴道瘘	The presence of a `fistula` (MPATH:70) of the `vagina` (FMA:19949).	阴道发生瘘管。
泌尿生殖系统的异常	HP:0004321	Bladder fistula	膀胱瘘管	The presence of a `fistula` (MPATH:70) connecting the `urinary bladder` (FMA:15900) to another organ or the skin. The fistula can involve the bowel, the vagina, or rarely, the skin.	膀胱与其它器官或皮肤之间形成瘘管。瘘管可累及肠道、阴道，与（腹壁）皮肤的少见。
生长异常	HP:0004322	Short stature	身材矮小	A height below that which is expected according to age and gender norms. Although there is no universally accepted definition of short stature, many refer to "short stature" as height more than 2 standard deviations below the mean for age and gender (or below the 3rd percentile for age and gender dependent norms).	身高低于该年龄性别预期身高的正常范围。虽然没有普遍接受的身材矮小的定义，许多 “身材矮小”的定义指身高低于该年龄同性别平均值超过2个标准差（或位于该年龄同性别身高第3百分位以下）。
生长异常	HP:0004323	Abnormality of body weight	体重异常	An abnormal increase or decrease of weight or an abnormal distribution of mass in the body.	体重的异常增加或降低，或质量在体内异常分布。
生长异常	HP:0004324	Increased body weight	体重增加		
生长异常	HP:0004325	Decreased body weight	体重下降		
生长异常	HP:0004326	Cachexia	恶病质	Severe weight loss, wasting of muscle, loss of appetite, and general debility related to a chronic disease.	严重的体重减轻，肌肉消瘦，食欲不振，与慢性疾病相关的全身虚弱。
眼睛的异常	HP:0004327	Abnormality of the vitreous humor	玻璃体异常	An anomaly of the `vitreous body` (FMA:58827).	在`玻璃体`的异常（FMA:58827）。
眼睛的异常	HP:0004328	Abnormality of the anterior segment of the eye	眼睛的眼前节的异常	An abnormality of the `anterior segment` (FMA:58865) of the eye.	眼睛眼前节部位的异常（58865 FMA）。
眼睛的异常	HP:0004329	Abnormality of the posterior segment of the eye	眼后段的异常	Posterior segment include the vitreous body，retina and optic nerve.	眼后段包括玻璃体、视网膜和视神经。
头或颈部的异常;骨骼系统的异常	HP:0004330	Increased skull ossification	颅骨骨化增加	An increase in the magnitude or amount of ossification of the skull.	颅骨骨化的程度增加。
头或颈部的异常;骨骼系统的异常	HP:0004331	Decreased skull ossification	头骨骨化减少	A reduction in the magnitude or amount of ossification of the skull.	头骨骨化的程度或量减少
免疫系统的异常;血液和造血组织异常	HP:0004332	Abnormality of lymphocytes	淋巴细胞异常	An abnormality of `lymphocytes` (CL:0000542).	淋巴细胞异常（CL:0000542）。
免疫系统的异常;血液和造血组织异常	HP:0004333	Bone-marrow foam cells	骨髓泡沫细胞	The presence of foam cells in the bone marrow, generally demonstrated by bone-marrow aspiration or biopsy. Foam cells have a vacuolated appearance due to the presence of complex lipid deposits, giving them a foamy or soap-suds appearance.	泡沫细胞是骨髓中的一种异常细胞，通常由骨髓抽吸或活检证实。泡沫细胞由于复合脂质沉积物的存在，染色后呈现泡沫或肥皂泡沫外观。
体壁的异常	HP:0004334	Dermal atrophy	皮肤萎缩	Partial or complete wasting (atrophy) of the skin.	皮肤部分或完全的萎缩。
神经系统的异常	HP:0004336	Myelin outfoldings	髓鞘外折术	The presence of excessive redundant myelin in the peripheral nerve sheath.	周围神经髓鞘过多剩余的髓鞘
代谢/内稳态异常	HP:0004337	Abnormality of amino acid metabolism	氨基酸代谢异常	Abnormality of an `amino acid metabolic process` (GO:0006520).	`氨基酸代谢过程`（GO:0006520）中的异常。
代谢/内稳态异常	HP:0004338	Abnormality of aromatic amino acid family metabolism	芳香性氨基酸家族代谢异常	An abnormality of a `aromatic amino acid family metabolic process` (GO:0009072).	`芳香氨基酸家族的代谢过程`（GO:0009072）的异常。
代谢/内稳态异常	HP:0004339	Abnormality of sulfur amino acid metabolism	含硫氨基酸代谢异常	An abnormality of a `sulfur amino acid metabolic process` (GO:0000096).	`含硫氨基酸的代谢过程`（GO:0000096）的异常。
代谢/内稳态异常	HP:0004340	Abnormality of vitamin B metabolism	维生素B代谢异常		
代谢/内稳态异常	HP:0004341	Abnormality of the vitamin B12 metabolism	维生素B12代谢异常		
代谢/内稳态异常	HP:0004342	Abnormality of galactoside metabolism	半乳糖代谢异常	Abnormality of `galactoside` (CHEBI:24163) metabolism.	`半乳糖`（CHEBI:24163）的代谢异常。
代谢/内稳态异常	HP:0004343	Abnormality of glycosphingolipid metabolism	鞘糖脂代谢异常	An abnormality of `glycosphingolipid` (CHEBI:24402) metabolism.	`鞘糖脂`（CHEBI:24402）的代谢异常。
代谢/内稳态异常	HP:0004344	Abnormality of cerebrosidase metabolism	脑苷酶代谢异常		
代谢/内稳态异常	HP:0004345	Abnormality of ganglioside metabolism	神经节苷脂代谢异常	Abnormality of `ganglioside` (CHEBI:28892) metabolism.	`神经节苷脂 `（CHEBI:28892）的代谢异常。
肌肉组织的异常;呼吸系统异常	HP:0004347	Weakness of muscles of respiration	呼吸肌无力	Reduced function of the muscles required to generate subatmospheric pressure in the thoracic cavity during breathing: the diaphragm, the external intercostal and the interchondral part of the internal intercostal muscles.	呼吸运动中呼吸肌力减弱导致胸腔产生的负压不足:隔肌、肋间外肌和肋间内肌。
骨骼系统的异常	HP:0004348	Abnormality of bone mineral density	骨密度异常	This term applies to all changes in bone mineral density which can be seen on x-rays as a change in density and or structure of the bone.	骨质结构的密度改变。
骨骼系统的异常	HP:0004349	Reduced bone mineral density	骨密度降低	A reduction of bone mineral density, that is, of the amount of matter per cubic centimeter of bones.	的降低骨密度，即物质的每骨头立方厘米的量的，。
代谢/内稳态异常	HP:0004352	Abnormality of purine metabolism	嘌呤代谢异常		
代谢/内稳态异常	HP:0004353	Abnormality of pyrimidine metabolism	嘧啶代谢异常	An abnormality of a `pyrimidine base metabolic process` (GO:0006206).	`嘧啶碱代谢过程`（GO:0006206）的异常。
