OMIM编码	英文名	中文译名
OMIM:224900	ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD10B	少汗型外胚层异常-10B，少汗/发/齿型，常染色体隐性；ECTD10B
OMIM:615962	GLUCOCORTICOID RESISTANCE, GENERALIZED; GCCR	全身性糖皮质激素耐受症；GCCR
OMIM:264470	PEROXISOMAL ACYL-CoA OXIDASE DEFICIENCY	乙酰辅酶A氧化酶缺乏性过氧化物酶病
OMIM:221750	PITUITARY HORMONE DEFICIENCY, COMBINED, 3; CPHD3	联合垂体激素缺乏症3（CPHD3）
OMIM:268900	SARCOSINEMIA; SARCOS	肌氨酸血症；SARCOS
OMIM:604364	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI; FFEVF	病灶多变的家族性局灶性癫痫（FFEVF）
OMIM:612164	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4; EIEE4	早期婴儿型癫痫性脑病4型；EIEE4
OMIM:613101	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5; FHL5	家族性噬血细胞性淋巴组织细胞增生症-5（FHL5）
OMIM:259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5	常染色体隐性遗传性骨硬化病5型；OPTB5
OMIM:604229	PETERS ANOMALY	Peters异常（Peters anomaly）
OMIM:231300	GLAUCOMA 3, PRIMARY CONGENITAL, A; GLC3A	原发性先天性青光眼3A（GLC3A）
OMIM:610419	DEAFNESS, AUTOSOMAL RECESSIVE 68; DFNB68	常染色体隐性遗传性耳聋-68（DFNB68）
OMIM:614082	FANCONI ANEMIA, COMPLEMENTATION GROUP G; FANCG	FANCONI 贫血，互补组G；FANCG
OMIM:603467	FANCONI ANEMIA, COMPLEMENTATION GROUP F; FANCF	互补群F-范科尼贫血; FANCF
OMIM:227645	FANCONI ANEMIA, COMPLEMENTATION GROUP C; FANCC	互补组C范可尼贫血 ；FANCC
OMIM:300514	FANCONI ANEMIA, COMPLEMENTATION GROUP B; FANCB	范可尼贫血，B型互补群；FANCB
OMIM:227650	FANCONI ANEMIA, COMPLEMENTATION GROUP A; FANCA	互补群A型范可尼贫血（ FANCA）
OMIM:614083	FANCONI ANEMIA, COMPLEMENTATION GROUP L; FANCL	FANCONI贫血，互补组L；FANCL
OMIM:609053	FANCONI ANEMIA, COMPLEMENTATION GROUP I; FANCI	互补组1范可尼贫血 ；FANC1
OMIM:615751	CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO; CA5AD	碳酸酐酶VA缺乏症（致高氨血症）；CA5AD
OMIM:613573	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1	外胚层发育不良伴并指综合症1
OMIM:613235	FACTOR XIII, B SUBUNIT, DEFICIENCY OF	XⅢ因子B亚基缺乏
OMIM:615424	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3; IBMPFD3	包涵体肌病并发早发性佩吉特病伴或不伴额颞叶痴呆3型；IBMPFD3
OMIM:615426	AMYOTROPHIC LATERAL SCLEROSIS 20; ALS20	肌萎缩性脊髓侧索硬化症-20（ALS20）
OMIM:604302	RHEUMATOID ARTHRITIS, SYSTEMIC JUVENILE	小儿系统性类风湿性关节炎
OMIM:125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	非胰岛素依赖型糖尿病
OMIM:125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	非胰岛素依赖型糖尿病
OMIM:616342	LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA; LIS7	无脑回畸形-7伴小脑发育不良（ LIS7）
OMIM:616080	MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE; MCPH12	常染色体隐性原发性头小畸型12（MCPH12）
OMIM:613500	AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE; AGM2	常染色体隐性丙种球蛋白缺乏症-2（AGM2）
OMIM:182900	SPHEROCYTOSIS, TYPE 1; SPH1	球形红细胞增多症1型，SPH1
OMIM:612233	LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4	髓鞘形成不足性脑白质病变4型（HLD4）
OMIM:605280	SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT; SPG13	常染色体显性痉挛性截瘫-13（SPG13）
OMIM:601367	STROKE, ISCHEMIC	缺血性脑卒中
OMIM:614462	HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES; HGCLAS	丙酮酸脱氢酶硫辛酸合成酶缺乏症; PDHLD
OMIM:615559	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III; ALPS3	自身免疫性淋巴细胞增生综合征（ALPS3）
OMIM:605361	SPINOCEREBELLAR ATAXIA 14; SCA14	脊髓小脑性共济失调14（SCA14）
OMIM:138500	HYPERGLYCINURIA	高甘氨酸尿症
OMIM:242600	IMINOGLYCINURIA	亚氨基甘氨酸尿症
OMIM:607313	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS; HGPPS	伴有进行性脊柱侧凸的家族性侧视麻痹症（HGPPS）
OMIM:611162	MALARIA, SUSCEPTIBILITY TO	疟疾，易感性
OMIM:110700	BLOOD GROUP, DUFFY SYSTEM; FY	杜菲血型系统；FY
OMIM:611862	WHITE BLOOD CELL COUNT QUANTITATIVE TRAIT LOCUS 1; WBCQ1	白细胞计数数量性状位点1; WBCQ1
OMIM:603041	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE); MTDPS1	1型线粒体DNA缺失综合症（线粒体神经胃肠脑肌病型）；MTDPS1
OMIM:610878	VESICOURETERAL REFLUX 2; VUR2	膀胱输尿管返流2（VUR2）
OMIM:615512	TRIOSEPHOSPHATE ISOMERASE DEFICIENCY; TPID	磷酸丙糖异构酶缺乏（TPID）
OMIM:271900	CANAVAN DISEASE	海绵状脑白质营养不良症（卡纳万病）
OMIM:606835	DIGITAL ARTHROPATHY-BRACHYDACTYLY, FAMILIAL; FDAB	家族性关节病-短指畸形（FDAB）
OMIM:181405	SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY; SPSMA	脊髓性肩腓肌肉萎缩症；SPSMA
OMIM:600175	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII; HMN8	先天性非进行性脊髓性远端肌萎缩
OMIM:184252	SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI TYPE; SMDK	脊椎干骺端发育不良，科兹洛夫斯基类型；SMDK
OMIM:606071	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC; HMSN2C	遗传性运动感觉神经病，ⅡC型（HMSN2C）
OMIM:184095	SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE	MAROTEAUX 型骨垢发育不良症
OMIM:613508	SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1; SSQTL1	血清钠水平数量性状基因座-1（SSQTL1）
OMIM:113500	BRACHYOLMIA TYPE 3; BCYM3	3型短脊柱畸形；BCYM3
OMIM:156530	METATROPIC DYSPLASIA	变型骨发育不良
OMIM:168400	PARASTREMMATIC DWARFISM	类扭伤性侏儒症
OMIM:256540	GALACTOSIALIDOSIS; GSL	半乳糖涎酸贮积症；GSL
OMIM:245010	HAIM-MUNK SYNDROME; HMS	haim-munk综合征；HMS
OMIM:170650	PERIODONTITIS, AGGRESSIVE, 1	侵袭性牙周炎-1
OMIM:610127	CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10	神经元蜡样脂褐质贮积病10
OMIM:615362	CEROID LIPOFUSCINOSIS, NEURONAL, 13; CLN13	神经元蜡样脂褐质贮积病13
OMIM:615550	DIAMOND-BLACKFAN ANEMIA 12; DBA12	先天再生障碍性贫血12; DBA12
OMIM:300847	AUTISM, SUSCEPTIBILITY TO, X-LINKED 5; AUTSX5	伴X染色体遗传性孤独症（易感性）-5；AUTSX5
OMIM:612562	DIAMOND-BLACKFAN ANEMIA 7; DBA7	戴-布二氏贫血7（DBA7）
OMIM:273300	TESTICULAR GERM CELL TUMOR; TGCT	睾丸生殖细胞肿瘤（TGCT）
OMIM:146000	HYPOCHONDROPLASIA; HCH	软骨发育欠全（HCH）
OMIM:149730	LACRIMOAURICULODENTODIGITAL SYNDROME; LADD	LADD综合症；LADD
OMIM:602849	MUENKE SYNDROME; MNKES	Muenke综合症；MNKES
OMIM:100800	ACHONDROPLASIA; ACH	软骨发育不全（ACH）
OMIM:109800	BLADDER CANCER	膀胱癌（Bladder Cancer）
OMIM:187600	THANATOPHORIC DYSPLASIA, TYPE I; TD1	致死性骨发育不全1型；TD1
OMIM:187601	THANATOPHORIC DYSPLASIA, TYPE II; TD2	致死性骨发育不全II型
OMIM:603956	CERVICAL CANCER	子宫颈癌
OMIM:612247	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS; CAN	克鲁松氏症候群伴黑棘皮病(CAN)
OMIM:162900	NEVUS, EPIDERMAL	痣，表皮的
OMIM:610474	CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME; CATSHLS	先天性屈曲指、高身材、听力丧失综合征（CATSHL综合征）
OMIM:114500	COLORECTAL CANCER; CRC	结直肠癌；CRC
OMIM:608940	SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; SMDCRD	脊椎骨干骺端发育异常伴有视网膜锥-杆状体营养不良（SMDCRD）
OMIM:300802	MENTAL RETARDATION, X-LINKED 96; MRX96	X-连锁智力迟滞96；MRX96
OMIM:202650	AGNATHIA-OTOCEPHALY COMPLEX; AGOTC	无颌畸形—耳头畸形合并症；AGOTC
OMIM:611879	CARDIOMYOPATHY, DILATED, 1Z; CMD1Z	1Z型扩张性心肌病；CMD1Z
OMIM:613243	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 13; CMH13	家族性肥厚心肌病13（CMH13）
OMIM:310300	EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED; EDMD1	X连锁型埃-德二氏肌营养不良1;EDMD1
OMIM:613769	RETINITIS PIGMENTOSA 44; RP44	色素性视网膜炎-44；RP44
OMIM:612703	MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7	常染色体隐性原发性小头畸形-7（MCPH7）
OMIM:309548	MENTAL RETARDATION, X-LINKED, ASSOCIATED WITH FRAGILE SITE FRAXE	X连锁飞梭脆性部位相关型智力低下；FRAXE
OMIM:614485	TRIGONOCEPHALY 2; TRIGNO2	三角头畸形2
OMIM:248450	MANITOBA OCULOTRICHOANAL SYNDROME; MOTA	MANITOBA OCULOTRICHOANAL综合征（MOTA）
OMIM:608980	BIFID NOSE WITH OR WITHOUT ANORECTAL AND RENAL ANOMALIES; BNAR	二裂鼻伴或不伴肛门直肠和肾异常（BNAR）
OMIM:300559	GLYCOGEN STORAGE DISEASE, TYPE IXd; GSD9D	IXd糖原贮积症；GSD9D
OMIM:613463	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 5; FGQTL5	空腹血糖水平数量性状基因座-5（FGQTL5）
OMIM:306000	GLYCOGEN STORAGE DISEASE IXa1; GSD9A1	IXa1糖原贮积症；GSD9A1
OMIM:301830	SPINAL MUSCULAR ATROPHY, X-LINKED 2; SMAX2	X连锁脊髓性肌萎缩症2（SMAX2）
OMIM:601277	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A	常染色体隐性遗传先天性鱼鳞病4A；ARC14A
OMIM:242500	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B	常染色体隐性遗传性鱼鳞病-4B（ARCI4B）
OMIM:309800	MICROPHTHALMIA, SYNDROMIC 1; MCOPS1	1型小眼畸形综合征（MCP1）
OMIM:300855	OGDEN SYNDROME; OGDNS	Ogden 综合征（OGDNS）
OMIM:300860	MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN	NASCIMENTO型X-连锁智力迟钝综合征；MRXSN
OMIM:614861	DEAFNESS, AUTOSOMAL RECESSIVE 98; DFNB98	常染色体隐性遗传性耳聋98
OMIM:112410	HYPERTENSION AND BRACHYDACTYLY SYNDROME; HTNB	高血压和短指/趾综合征（HTNB）
OMIM:609813	SPONDYLOCOSTAL DYSOSTOSIS 3, AUTOSOMAL RECESSIVE; SCDO3	常染色体隐性遗传性SPONDYLOCOSTAL骨发育不全3（SCDO3）
OMIM:601369	DEAFNESS, AUTOSOMAL DOMINANT 9; DFNA9	失聪，常染色体显性遗传，9；DFNA9
OMIM:256000	LEIGH SYNDROME; LS	LEIGH综合症
OMIM:256000	LEIGH SYNDROME; LS	LEIGH综合症
OMIM:613587	OCCULT MACULAR DYSTROPHY; OCMD	隐匿性黄斑营养不良；OCMD
OMIM:148000	KAPOSI SARCOMA, SUSCEPTIBILITY TO	易感性卡波西肉瘤
OMIM:266600	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1	炎症性肠病1型；IBD1
OMIM:222100	DIABETES MELLITUS, INSULIN-DEPENDENT; IDDM	胰岛素依赖型糖尿病 IDDM
OMIM:108010	ARTERIOVENOUS MALFORMATIONS OF THE BRAIN	脑动静脉畸形
OMIM:604302	RHEUMATOID ARTHRITIS, SYSTEMIC JUVENILE	小儿系统性类风湿性关节炎
OMIM:269921	SIALURIA	涎尿
OMIM:605820	NONAKA MYOPATHY; NM	NONAKA肌病（NM）
OMIM:608572	BURN-MCKEOWN SYNDROME; BMKS	Burn-McKeown 综合征; BMKS
OMIM:114480	BREAST CANCER	乳腺癌
OMIM:613162	SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE; SPG45	常染色体隐性遗传的痉挛性截瘫-45；SPG45
OMIM:613728	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10; SCAR10	常染色体隐性遗传性脊髓小脑共济失调10
OMIM:616364	WHITE-SUTTON SYNDROME; WHSUS	常染色体显性遗传性智力低下37（MRD37）
OMIM:613861	RETINITIS PIGMENTOSA 59; RP59	色素性视网膜炎 59 ；RP59
OMIM:136900	SORSBY FUNDUS DYSTROPHY; SFD	索斯比假性炎症性眼底营养不良（ SFD）
OMIM:616353	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6; DKCB6	先天性角化不良，常染色体隐性遗传, 6; DKCB6
OMIM:616371	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4; PFBMFT4	肺纤维化 和/或 骨髓功能衰竭，端粒相关，4；pfbmft4
OMIM:612623	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2; MVCD2	敏感性糖尿病微血管并发症2
OMIM:158320	MUIR-TORRE SYNDROME; MRTES	MUIR-TORRE综合症； MRTES
OMIM:276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS	错配修复癌症综合征（MMRCS）
OMIM:609310	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 2; HNPCC2	2型遗传性非息肉大肠癌; HNPCC2
OMIM:254780	MYOCLONIC EPILEPSY OF LAFORA	Lafora肌阵挛性癫痫
OMIM:607432	LISSENCEPHALY 1; LIS1	无脑回畸形-1；LIS1
OMIM:105200	AMYLOIDOSIS, FAMILIAL VISCERAL	家族性内脏淀粉样变性
OMIM:614745	BLOOD GROUP, JOHN MILTON HAGEN SYSTEM	血型；JMH系统
OMIM:613223	LEPROSY, SUSCEPTIBILITY TO, 5; LPRS5	麻风病的易感性5；LPRS5
OMIM:608556	LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO	易患性军团病
OMIM:615557	MELIOIDOSIS, SUSCEPTIBILITY TO	易患型类鼻疽
OMIM:601744	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 1; SLEB1	易感性全身性红斑狼疮1（SLEB）1
OMIM:600316	DEAFNESS, AUTOSOMAL RECESSIVE 3; DFNB3	3型常染色体隐性遗传性耳聋；DFNB3
OMIM:613120	BRUGADA SYNDROME 7; BRGDA7	Brugada综合症7; BRGDA7
OMIM:220100	CYSTINURIA	胱氨酸尿症
OMIM:608579	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	易患性重度皮肤不良反应
OMIM:612964	PREMATURE OVARIAN FAILURE 7; POF7	卵巢早衰7（POF7）
OMIM:612965	46,XY SEX REVERSAL 3; SRXY3	46XY性反转3（SRXY3）
OMIM:613957	SPERMATOGENIC FAILURE 8; SPGF8	无精症-8；SPGF8
OMIM:220600	SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS, AUTOSOMAL RECESSIVE; SHFM1D	常染色体隐性遗传性手足裂畸形1伴感觉神经性耳聋
OMIM:612260	MYD88 DEFICIENCY; MYD88D	MYD88缺乏症；MYD88D
OMIM:104510	AMELOGENESIS IMPERFECTA, TYPE IV; AI4	牙釉质形成缺陷症IV型（AI4）
OMIM:190320	TRICHODENTOOSSEOUS SYNDROME; TDO	毛发-牙齿-骨综合征(TDO)
OMIM:600376	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 2; HHT2	Ⅱ型遗传性出血性毛细血管扩张症；HHT2
OMIM:158901	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 2; FSHD2	面肩肱型肌营养不良症2
OMIM:135750	LAURIN-SANDROW SYNDROME; LSS	Laurin-Sandrow综合征；LSS
OMIM:174500	POLYDACTYLY, PREAXIAL II; PPD2	轴前多指症II型（PPD2）
OMIM:200500	ACHEIROPODY; ACHP	无手足畸形（Acheiropody，ACHP）
OMIM:188740	TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY; THYP	胫骨发育不全伴多指（趾）畸形（THYP）
OMIM:186200	SYNDACTYLY, TYPE IV; SDTY4	并指症4型（SDTY4）
OMIM:603543	LIMB-MAMMARY SYNDROME; LMS	肢乳综合征
OMIM:605289	SPLIT-HAND/FOOT MALFORMATION 4; SHFM4	手足裂畸形4
OMIM:106260	ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE	睑缘粘连-外胚层发育不全-唇/腭裂
OMIM:129400	RAPP-HODGKIN SYNDROME; RHS	RAPP-HODGKIN综合征；RHS
OMIM:103285	ADULT SYNDROME	成年综合征
OMIM:604292	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3; EEC3	外胚层发育不良型缺指畸形，并唇裂/腭裂综合征3（EEC3）
OMIM:611390	SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3	常染色隐性遗传性痉挛性共济失调-3；SPAX3
OMIM:609404	PREECLAMPSIA/ECLAMPSIA 4; PEE4	子痫前期/子痫 4（PEE4）
OMIM:612840	LEUKOCYTE ADHESION DEFICIENCY, TYPE III; LAD3	白细胞粘附缺陷症III型；LAD3
OMIM:173650	KINDLER SYNDROME	Kindler综合征
OMIM:251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE); MTDPS3	3型线粒体DNA缺陷综合征（肝脑综合征型）;MTDPS3
OMIM:136880	FUNDUS ALBIPUNCTATUS	白点状眼底（Fundus Albipunctatus）
OMIM:169150	MACULAR DYSTROPHY, PATTERNED, 1; MDPT1	斑块型黄斑营养不良1; MDPT1
OMIM:608133	RETINITIS PIGMENTOSA 7; RP7	色素性视网膜炎7型；RP7
OMIM:613105	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2; CACD2	中央网状脉络膜营养不良2型；CACD3
OMIM:608161	MACULAR DYSTROPHY, VITELLIFORM, 3; VMD3	卵黄样黄斑营养不良3型；VMD3
OMIM:609220	BRUCK SYNDROME 2; BRKS2	布鲁克综合征2（BR KS2）
OMIM:612394	BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS	骨质脆弱伴关节挛缩、动脉破裂及耳聋
OMIM:225400	EHLERS-DANLOS SYNDROME, TYPE VI; EDS6	VI型皮肤弹性过度综合征；EDS6
OMIM:152700	SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	系统性红斑狼疮；SLE
OMIM:614701	CORNELIA DE LANGE SYNDROME 4; CDLS4	科妮莉亚德兰格综合征4；CDLS4
OMIM:611451	DEAFNESS, AUTOSOMAL RECESSIVE 63; DFNB63	常染色体隐性遗传性耳聋63（DFNB63）
OMIM:616032	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8; FSGS8	局灶性节段性肾小球硬化8（FSGS8）
OMIM:137245	LYMPHOMA, MUCOSA-ASSOCIATED LYMPHOID TYPE	胃原发性恶性淋巴瘤
OMIM:616098	IMMUNODEFICIENCY 37; IMD37	免疫缺陷37
OMIM:605027	LYMPHOMA, NON-HODGKIN, FAMILIAL	家族性非霍奇金淋巴瘤
OMIM:156240	MESOTHELIOMA, MALIGNANT; MESOM	恶性间皮瘤（MESOM）
OMIM:273300	TESTICULAR GERM CELL TUMOR; TGCT	睾丸生殖细胞肿瘤（TGCT）
OMIM:613107	NEUTROPENIA, SEVERE CONGENITAL, 2, AUTOSOMAL DOMINANT; SCN2	2型先天性嗜中性白血球减少症（常染色体显性）；SCN2
OMIM:607847	NEUTROPENIA, NONIMMUNE CHRONIC IDIOPATHIC, OF ADULTS	嗜中性白血球减少症，非免疫慢性特发性，成年人
OMIM:616279	CATARACT 43; CTRCT43	白内障43（CTRCT43）
OMIM:609432	SYNDACTYLY, MESOAXIAL SYNOSTOTIC, WITH PHALANGEAL REDUCTION; MSSD	骨性融合并指联合指骨骨量减少症（MSSD）
OMIM:613873	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 17; CMH17	家族性肥厚型心肌病17
OMIM:606438	HUNTINGTON DISEASE-LIKE 2; HDL2	类亨廷顿病2；HDL2
OMIM:607831	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K; CMT2K	腓骨肌萎缩症,轴突型，类型：2K; CMT2K
OMIM:611521	IMMUNODEFICIENCY 35; IMD35	免疫缺陷 35；IMD35
OMIM:125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	非胰岛素依赖型糖尿病
OMIM:608236	SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT; SNCV	常染色体显性遗传的神经传导速度缓慢（SNCV）
OMIM:613229	TRICHOTILLOMANIA; TTM	拔毛症；TTM
OMIM:137580	GILLES DE LA TOURETTE SYNDROME; GTS	抽动秽语综合征；GTS
OMIM:613327	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4; CGL4	4 型先天性全身脂肪代谢障碍（ CGL4）
OMIM:600721	D-2-HYDROXYGLUTARIC ACIDURIA 1; D2HGA1	1型D-2-羟基戊二酸尿症
OMIM:605021	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME	家族性婴儿型肌阵挛性癫痫；FIME
OMIM:220500	DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME; DOORS	耳聋, 指（趾）甲营养不良，骨营养不良、智力缺陷和癫痫发作;DOORS综合征
OMIM:616044	DEAFNESS, AUTOSOMAL DOMINANT 65; DFNA65	常染色体显性遗传性耳聋65（DFNA65）
OMIM:615338	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16; EIEE16	早期婴儿型癫痫性脑病16型；EIEE16
OMIM:614617	DEAFNESS, AUTOSOMAL RECESSIVE 86; DFNB86	常染色体隐性遗传性耳聋-86（DFNB86）
OMIM:609541	SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY; SPOAN	痉挛性截瘫，视神经萎缩，神经病变；SPOAN
OMIM:307000	HYDROCEPHALUS DUE TO CONGENITAL STENOSIS OF AQUEDUCT OF SYLVIUS; HSAS	由中脑导水管先天性狭窄导致的脑积水；HSAS
OMIM:303350	MASA SYNDROME	MASA综合征
OMIM:613743	ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE	先天性肾上腺功能不全（46，xy性反转，部分或完全）
OMIM:613617	RETINITIS PIGMENTOSA 58; RP58	视网膜色素变性58（RP58 ）
OMIM:600807	ASTHMA, SUSCEPTIBILITY TO	哮喘，易感性
OMIM:608800	SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT	婴儿猝死综合征伴睾丸综合征型不育
OMIM:616200	RUIJS-AALFS SYNDROME; RJALS	RUIJS-AALFS综合征；RJALS
OMIM:614160	MUSCLE HYPERTROPHY; MSLHP	肌肉肥大（MSHP）
OMIM:201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE; AEZ	缺锌型肠病性肢端皮炎；AEZ
OMIM:615946	MYOPIA 24, AUTOSOMAL DOMINANT; MYP24	常染色体显性遗传性近视-24（MYP24）
OMIM:277480	VON WILLEBRAND DISEASE, TYPE 3; VWD3	血管性血友病，III型；VWD3
OMIM:193400	VON WILLEBRAND DISEASE, TYPE 1; VWD1	血管性血友病，I型；VWD1
OMIM:613554	VON WILLEBRAND DISEASE, TYPE 2; VWD2	血管性假血友病，2型（VWD2）
OMIM:132900	AORTIC ANEURYSM, FAMILIAL THORACIC 4; AAT4	家族性胸主动脉瘤（AAT4）
OMIM:614369	PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS; PNMHH	周围神经病，肌病，声音嘶哑和听力丧失；PNMHH
OMIM:600652	DEAFNESS, AUTOSOMAL DOMINANT 4A; DFNA4A	常染色体显性遗传性耳聋-4A；DFNA4A
OMIM:616362	MENTAL RETARDATION, AUTOSOMAL DOMINANT 36; MRD36	常染色体显性遗传型智力低下36（MRD36）
OMIM:246650	LIPASE DEFICIENCY, COMBINED	联合型脂肪酶缺乏症
OMIM:162300	MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB; MEN2B	多发性内分泌肿瘤IIB型; MEN2B
OMIM:142623	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1; HSCR1	易感性先天性巨结肠病1
OMIM:171300	PHEOCHROMOCYTOMA	嗜铬细胞瘤
OMIM:209880	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	先天性中心肺换气不足综合征；CCHS
OMIM:155240	THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC	家族性甲状腺髓样癌（MTC）
OMIM:171400	MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIA; MEN2A	IIA型多发性内分泌肿瘤症；MEN2A
OMIM:613092	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 2; HNFJ2	家族少年性高尿酸血症肾2（HNFJ2）
OMIM:267430	RENAL TUBULAR DYSGENESIS; RTD	肾小管发育不全（RTD）
OMIM:612580	MENTAL RETARDATION, AUTOSOMAL DOMINANT 3; MRD3	常染色体显性遗传性智力迟滞3；MRD3
OMIM:602081	SPEECH-LANGUAGE DISORDER 1; SPCH1	演讲语言障碍 1型；SPCH1
OMIM:613280	HYPERMANGANESEMIA WITH DYSTONIA 1; HMNDYT1	高锰血症伴肌张力障碍，红细胞增多症，肝硬化；HMDPC
OMIM:608133	RETINITIS PIGMENTOSA 7; RP7	色素性视网膜炎7型；RP7
OMIM:613849	OSTEOGENESIS IMPERFECTA, TYPE XII; OI12	成骨不全症XII；OI12
OMIM:614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15	15型氧化磷酸化偶联缺陷；COXPD15
